cleaned_product_name,adg_code,brand,industry
Штуцер для шланга с наружной резьбой 3/4x20 mm,8481,Unknown,Other
Լվացարան տումբա Fest 60 սպիտակ,8481,Unknown,Other
սմեսիտել կոլաժ klg-98023-2 բիդե սպիտակ,8481,Unknown,Other
MERCEDES-BENZ W208 COUPE ՄԱԿՆԻՇԻ ՄԱՐԴԱՏԱՐ Ա/Մ-Ի ԿԱՐԴԱՆԱՅԻՆ ԼԻՍԵՌ ՕԳՏԱԳՈՐԾՎԱԾ ԸՍՏ ՓՈՐՁԱԳԵՏԻ 7/051 10 05 2024Թ ԵԶՐԱԿԱՑՈՒԹՅԱՆ - 1 ԼՐԱԿԱԶՄ,8483,Mercedes-Benz,Automotive
ՄԱՐԴԱՏԱՐ MERCEDES-BENZ Ա/Մ-Ի ՄԻՋԱԴԻՐՆԵՐ ՄԵՏԱՂԱԿԱՆ ELRING ԱՊՐԱՆՔԱՆԻՇԻ 2003-2008 300ՀԱՏ_x000D_ 1700241 1702741,8484,Mercedes-Benz,Automotive
ՄԱՐԴԱՏԱՐ MERCEDES-BENZ Ա/Մ-Ի ՄԻՋԱԴԻՐՆԵՐ ՄԵՏԱՂԱԿԱՆ IMAGE ELRING ԱՊՐԱՆՔԱՆԻՇԻ 1999-2003 2003-2008 2001-2006 240ՀԱՏ_x000D_ 560712837 1701141 652636 652635,8484,Mercedes-Benz,Automotive
ՄԻՋԱԴԻՐՆԵՐ ԹԵՐԹԱՎՈՐ ՄԵՏԱՂԻՑ՝ ԱՅԼ ՆՅՈւԹԵՐԻ ՀԵՏ ՀԱՄԱԿՑՎԱԾ ELRING 917 559 5հատ MERCEDES-BENZ 124 T-Model S124 ՄԱԿՆԻՇԻ Ա/Մ-Ի ՀԱՄԱՐ,8484,Mercedes-Benz,Automotive
MERCEDES-BENZ ATEGO ԲԵՌՆԱՏԱՐ Ա/Մ-Ի_x000D_ ԴՌԱՆ ԱՊԱԿՈՒ ԷԼ ՇԱՐԺԻՉ ՀԱՍՏԱՏՈՒՆ ՀՈՍԱՆՔԻ A0008204908 / ASP 820010311,8501,Mercedes-Benz,Automotive
Էկրան Սամսունգ A032,8504,Samsung,Electronics
Պոլիզեռին մագնիս Արմենիա բալկոն,8505,Unknown,Other
ՄԱՐՏԿՈՑ COPY SAMSUNG S5570/C6712,8507,Samsung,Electronics
MERCEDES BENZ ՄԱՐԴԱՏԱՐ Ա/Մ Ի ԳԵԼԱՅԻՆ ՄԱՐՏԿՈՑՆԵՐ 92 ԱՄՊԵՐ ՀԶՈՐՈՒԹՅԱՄԲ MERCEDES BENZ ՄԱԿՆՇՄԱՄԲ ԱՐՏ A0019828208,8507,Mercedes-Benz,Automotive
ՓՈՇԵԿՈՒԼ SAMSUNG VC20M257AWR/EV Շ/Հ 2000 ՎՏ ՏԱՐՈՂ 2 5 Լ ՆԵՐԿԱՌՈՒՑՎԱԾ ԷԼ ՇԱՐԺԻՉՈՎ S/N 07VV8NEX200250V_x000D_ 07VV8NEX200249T_x000D_ 07VV8NEX200248Z_x000D_ 07VV8NEX200247P_x000D_ 07VV8NEX200246N_x000D_ 07VV8NEX200245R_x000D_ 07VV8NEX200244M_x000D_ 07VV8NEX200243L_x000D_ 07VV8NEX200242K_x000D_ 07VV8NEX200241A_x000D_ 07VV8NEX200240X_x000D_ 07VV8NEX200239E_x000D_ 07VV8NEX200238H_x000D_ 07VV8NEX200237W_x000D_ 07VV8NEX200236T_x000D_ 07VV8NEX200235Z_x000D_ 07VV8NEX200234P_x000D_ 07VV8NEX200233N_x000D_ 07VV8NEX200232R_x000D_ 07VV8NEX200231M_x000D_ 07VV8NEX200230L_x000D_ 07VV8NEX200229B_x000D_ 07VV8NEX200228Y_x000D_ 07VV8NEX200227D_x000D_ 07VV8NEX200226E_x000D_ 07VV8NEX200225H_x000D_ 07VV8NEX200224W_x000D_ 07VV8NEX200223T_x000D_ 07VV8NEX200222Z_x000D_ 07VV8NEX200221P_x000D_ 07VV8NEX200220N_x000D_ 07VV8NEX200219F_x000D_ 07VV8NEX200218J_x000D_ 07VV8NEX200217V_x000D_ 07VV8NEX200216B_x000D_ 07VV8NEX200215Y_x000D_ 07VV8NEX200214D_x000D_ 07VV8NEX200213E_x000D_ 07VV8NEX200212H_x000D_ 07VV8NEX200211W_x000D_ 07VV8NEX200210T_x000D_ 07VV8NEX200209K_x000D_ 07VV8NEX200208A_x000D_ 07VV8NEX200207X_x000D_ 07VV8NEX200206F_x000D_ 07VV8NEX200205J_x000D_ 07VV8NEX200204V_x000D_ 07VV8NEX200203B_x000D_ 07VV8NEX200202Y_x000D_ 07VV8NEX200201D_x000D_ 07VV8NEX200200E_x000D_ 07VV8NEX200199V_x000D_ 07VV8NEX200198B_x000D_ 07VV8NEX200197Y_x000D_ 07VV8NEX200196D_x000D_ 07VV8NEX200195E_x000D_ 07VV8NEX200194H_x000D_ 07VV8NEX200193W_x000D_ 07VV8NEX200192T_x000D_ 07VV8NEX200191Z,8508,Samsung,Personal Care & Cosmetics
ՓՈՇԵԿՈՒԼ SAMSUNG VCC8836V36/XEV Շ/Հ 2200 ՎՏ ՏԱՐՈՂ 2 Լ ՆԵՐԿԱՌՈՒՑՎԱԾ ԷԼ ՇԱՐԺԻՉՈՎ S/N 07H18NBX100791N_x000D_ 07H18NBX100792V_x000D_ 07H18NBX100793P_x000D_ 07H18NBX100794J_x000D_ 07H18NBX100795Z_x000D_ 07H18NBX100796F_x000D_ 07H18NBX100797T_x000D_ 07H18NBX100798X_x000D_ 07H18NBX100799W_x000D_ 07H18NBX100800Z_x000D_ 07H18NBX100801F_x000D_ 07H18NBX100802T_x000D_ 07H18NBX100803X_x000D_ 07H18NBX100804W_x000D_ 07H18NBX100805A_x000D_ 07H18NBX100806H_x000D_ 07H18NBX100807K_x000D_ 07H18NBX100808E_x000D_ 07H18NBX100809L_x000D_ 07H18NBX100810V_x000D_ 07H18NBX100811P_x000D_ 07H18NBX100812J_x000D_ 07H18NBX100813Z_x000D_ 07H18NBX100814F_x000D_ 07H18NBX100815T_x000D_ 07H18NBX100816X_x000D_ 07H18NBX100817W_x000D_ 07H18NBX100818A_x000D_ 07H18NBX100819H_x000D_ 07H18NBX100820R_x000D_ 07H18NBX100821B_x000D_ 07H18NBX100822N_x000D_ 07H18NBX100823V_x000D_ 07H18NBX100824P_x000D_ 07H18NBX100825J_x000D_ 07H18NBX100826Z_x000D_ 07H18NBX100827F_x000D_ 07H18NBX100828T_x000D_ 07H18NBX100829X_x000D_ 07H18NBX100830D_x000D_ 07H18NBX100831M_x000D_ 07H18NBX100832Y_x000D_ 07H18NBX100833R_x000D_ 07H18NBX100834B_x000D_ 07H18NBX100835N_x000D_ 07H18NBX100836V_x000D_ 07H18NBX100837P_x000D_ 07H18NBX100838J_x000D_ 07H18NBX100839Z_x000D_ 07H18NBX100840K_x000D_ 07H18NBX100841E_x000D_ 07H18NBX100842L_x000D_ 07H18NBX100843D_x000D_ 07H18NBX100844M_x000D_ 07H18NBX100845Y_x000D_ 07H18NBX100846R_x000D_ 07H18NBX100847B_x000D_ 07H18NBX100848N_x000D_ 07H18NBX100849V_x000D_ 07H18NBX100850W,8508,Samsung,Personal Care & Cosmetics
ՄԱԶԵՐԸ ԽԱՎԱՏԵԼՈՒ ԷԼ _x000D_ ՍԱՐՔԱՎՈՐՈՒՄ CRONIER CR-R10,8510,Unknown,Other
ՎԱՌՔԻ ԿՈՃԵՐ ՄԱՐԴԱՏԱՐ MERCEDES-BENZ Ա/Մ-Ի ՀԱՄԱՐ HELLA ԱՊՐԱՆՔԱՆԻՇԻ 2000-2007_x000D_ 5DA193175561,8511,Mercedes-Benz,Automotive
2013Թ RANGE ROVER SPORT ՄԱԿՆԻՇԻ Ա/Մ-Ի ԱՌՋԵՎԻ ԼՈՒՍԱՐՁԱԿՆԵՐ 2 ՀԱՏ GBT ՄԱԿՆՇՄԱՄԲ ԱՌԱՆՑ ԱՐՏԻԿՈՒԼ,8512,Unknown,Other
MERCEDES-BENZ ՄԱԿՆԻՇԻ W169 ԹԱՓՔՈՎ 2004-2011ԹԹ Ա/Մ-Ի ԱՌՋԵՎԻ ԼՈՒՍԱՐՁԱԿ ԼԱՊՏԵՐ ՕԳՏԱԳՈՐԾՎԱԾ ԸՍՏ Փ/Ե 13/291/24 ԱՌ 16 04 2024Թ,8512,Mercedes-Benz,Automotive
MERCEDES-BENZ ՄԱԿՆԻՇԻ W202 ԹԱՓՔՈՎ Ա/Մ-Ի ԱՌՋԵՎԻ ԱՆՎԱԹԵՎԻ ԹԱՐԹԻՉ-ԸՆԴԱՏԻՉՆԵՐ ՕԳՏԱԳՈՐԾՎԱԾ ԸՍՏ Փ/Ե 07412301 ԱՌ 20 10 2023Թ,8512,Mercedes-Benz,Automotive
ՀԵՏԻՆ ԼՈՒՍԱՐՁԱԿՆԵՐ DEPO ԱՊՐԱՆՔԱՆԻՇԻ MERCEDES BENZ W222 2016Թ Ա/ՄԵՔ ՀԱՄԱՐ - 2 ՀՎՔ,8512,Mercedes-Benz,Automotive
MERCEDES-BENZ Ա/Մ-Ի ԼՈՒՍԱՐՁԱԿ A 910 820 0300 SPRINTER 2018-2024,8512,Mercedes-Benz,Automotive
ՀԱԼՈԳԵՆ ՁԱԽ GX470 ԿԱՆԱՉ 0 65,8512,Unknown,Other
ՎԳ ԱՐԴՈՒԿ Լ Ս,8516,Unknown,Other
ԿԵՆՑԱՂԱՅԻՆ ՍԱԼՕՋԱԽ ՆԵՐԿԱՌՈՒՑՎՈՂ ԿԵՐԱՄԻԿԱԿԱՆ ԱՊԱԿՈՒՑ ՄԱԿԵՐԵՎՈՒՅԹՈՎ ՈՉ ԻՆԴՈՒԿՑԻՈՆ 4 ԷԼԵԿՏՐԱԿԱՆ ԱՅՐԻՉՆԵՐՈՎ NZ64T3516AK/WT SAMSUNG ԱՊՐԱՆՔԱՆՇԱՆԻ,8516,Samsung,Personal Care & Cosmetics
ԿԵՆՑԱՂԱՅԻՆ ՄԻԿՐՈԱԼԻՔԱՅԻՆ ԷԼ ՎԱՌԱՐԱՆ 23լ ՏԱՐՈՂՈՒԹՅԱՄԲ MS23T5018UF/BW SAMSUNG ԱՊՐԱՆՔԱՆՇԱՆԻ,8516,Samsung,Electronics
ԷԼԵԿՏՐԱԿԱՆ ՏԱՔԱՑՈՒՑԻՉ ՄԱԼՈՒԽՆԵՐ ՑԱՆՑԱՎՈՐ ԳՈՐԳԻ ՏԵՍՔՈՎ GRAND MEYER THM200-060 1200W,8516,Unknown,Other
ԲՋՋԱՅԻՆ ՀԵՌԱԽՈՍ SAMSUNG SM- A057FZSUCAU - 354270980249818 355124730249819_x000D_ 354270980249826 355124730249827_x000D_ 354270980249834 355124730249835_x000D_ 354270980249842 355124730249843_x000D_ 354270980249859 355124730249850_x000D_ 354270980249867 355124730249868_x000D_ 354270980249883 355124730249884_x000D_ 354270980249891 355124730249892_x000D_ 354270980249909 355124730249900_x000D_ 354270980249917 355124730249918_x000D_ 354270980249925 355124730249926_x000D_ 354270980249933 355124730249934_x000D_ 354270980249941 355124730249942_x000D_ 354270980249958 355124730249959_x000D_ 354270980249966 355124730249967_x000D_ 354270980249974 355124730249975_x000D_ 354270980249990 355124730249991_x000D_ 354270980250006 355124730250007_x000D_ 354270980250014 355124730250015_x000D_ 354270980250048 355124730250049_x000D_ 354270980250055 355124730250056_x000D_ 354270980250063 355124730250064_x000D_ 354270980250113 355124730250114_x000D_ 354270980250121 355124730250122_x000D_ 354270980250139 355124730250130_x000D_ 354270980250154 355124730250155_x000D_ 354270980250162 355124730250163_x000D_ 354270980250188 355124730250189_x000D_ 354270980250196 355124730250197_x000D_ 354270980250204 355124730250205_x000D_ 354270980250212 355124730250213_x000D_ 354270980250220 355124730250221_x000D_ 354270980250238 355124730250239_x000D_ 354270980250246 355124730250247_x000D_ 354270980250253 355124730250254,8517,Samsung,Electronics
ՀԵՌԱԽՈՍ SAMSUNG GALAXY A03 CORE 2/32 GB_x000D_ 350133012791971-350906492791979_x000D_ 350133012791930-350906492791938_x000D_ 350133012791872-350906492791870_x000D_ 350133012791864-350906492791862_x000D_ 350133012791849-350906492791847_x000D_ 350133012791823-350906492791821_x000D_ 350133012791757-350906492791755_x000D_ 350133012791732-350906492791730_x000D_ 350133012791690-350906492791698_x000D_ 350133012791278-350906492791276_x000D_ 350133012791260-350906492791268_x000D_ 350133012791112-350906492791110_x000D_ 350133012791088-350906492791086_x000D_ 350133012790767-350906492790765_x000D_ 350133012790726-350906492790724_x000D_ 350133012789918-350906492789916_x000D_ 350133012784059-350906492784057_x000D_ 350133012783895-350906492783893_x000D_ 350133012782087-350906492782085_x000D_ 350133012782046-350906492782044_x000D_ 350133012782004-350906492782002_x000D_ 350133012764051-350906492764059_x000D_ 350133012763889-350906492763887_x000D_ 350133012763624-350906492763622_x000D_ 350133012763376-350906492763374_x000D_ 350133012762527-350906492762525_x000D_ 350133012762469-350906492762467_x000D_ 350133012762220-350906492762228_x000D_ 350133012762204-350906492762202_x000D_ 350133012762154-350906492762152_x000D_ 350133012761776-350906492761774_x000D_ 350133012761701-350906492761709_x000D_ 350133012761412-350906492761410_x000D_ 350133012781907-350906492781905_x000D_ 350133012781790-350906492781798,8517,Samsung,Electronics
ԲՋՋԱՅԻՆ ՀԵՌԱԽՈՍ SAMSUNG SM-A366ELVDCAU - 351247480364506 352736260364503_x000D_ 351247480364530 352736260364537_x000D_ 351247480364555 352736260364552_x000D_ 351247480364639 352736260364636_x000D_ 351247480384157 352736260384154_x000D_ 351247480384876 352736260384873_x000D_ 351247480385006 352736260385003_x000D_ 351247480385154 352736260385151_x000D_ 351247480385196 352736260385193_x000D_ 351247480385246 352736260385243_x000D_ 351247480385469 352736260385466_x000D_ 351247480385766 352736260385763_x000D_ 351247480385782 352736260385789_x000D_ 351247480385816 352736260385813_x000D_ 351247480385840 352736260385847_x000D_ 351247480385857 352736260385854_x000D_ 351247480385972 352736260385979_x000D_ 351247480386020 352736260386027_x000D_ 351247480386160 352736260386167_x000D_ 351247480386202 352736260386209,8517,Samsung,Electronics
ՁԱՅՆԱՅԻՆ ԱԶԴԱՆՇԱՆԻ ՓՈԽԱԿԵՐՊԻՉ-ԲԱՇԽԻՉ ՎԱՀԱՆԱԿՆԵՐ PALMER PRM-LS ELCAUD-0002,8517,Unknown,Other
Հեռախոս բջջ Samsung A36 8GB/256GB Lavender BeFree,8517,Samsung,Electronics
ԲՋՋԱՅԻՆ ՀԵՌԱԽՈՍ SAMSUNG SM-A366EZKDCAU - 351247481954180 352736261954187_x000D_ 351247481954388 352736261954385_x000D_ 351247481954420 352736261954427_x000D_ 351247481954438 352736261954435_x000D_ 351247481954461 352736261954468_x000D_ 351247481954479 352736261954476_x000D_ 351247481954545 352736261954542_x000D_ 351247481954859 352736261954856_x000D_ 351247481983924 352736261983921_x000D_ 351247481983932 352736261983939,8517,Samsung,Electronics
ԲՋՋԱՅԻՆ ՀԵՌԱԽՈՍ SAMSUNG SM-A145FZSVCAU - 353120687009653 354652837009653_x000D_ 353120687012822 354652837012822_x000D_ 353120687013119 354652837013119_x000D_ 353120687015080 354652837015080_x000D_ 353120687061878 354652837061878_x000D_ 353120687061910 354652837061910_x000D_ 353120687063338 354652837063338_x000D_ 353120687063379 354652837063379_x000D_ 353120687063387 354652837063387_x000D_ 353120687063429 354652837063429_x000D_ 353120687063437 354652837063437_x000D_ 353120687076256 354652837076256_x000D_ 353120687076298 354652837076298_x000D_ 353120687076371 354652837076371_x000D_ 353120687076447 354652837076447_x000D_ 353120687076462 354652837076462_x000D_ 353120687076488 354652837076488_x000D_ 353120687076496 354652837076496_x000D_ 353120687076504 354652837076504_x000D_ 353120687076538 354652837076538_x000D_ 353120687076603 354652837076603_x000D_ 353120687076686 354652837076686_x000D_ 353120687076736 354652837076736_x000D_ 353120687076751 354652837076751_x000D_ 353120687076769 354652837076769_x000D_ 353120687088541 354652837088541_x000D_ 353120687088558 354652837088558_x000D_ 353120687088566 354652837088566_x000D_ 353120687088582 354652837088582_x000D_ 353120687088608 354652837088608_x000D_ 353120687088616 354652837088616_x000D_ 353120687088624 354652837088624_x000D_ 353120687088640 354652837088640_x000D_ 353120687088665 354652837088665_x000D_ 353120687088681 354652837088681,8517,Samsung,Electronics
Բջջային հեռախոս Samsung A16 4GB/128GB,8517,Samsung,Electronics
ԲՋՋԱՅԻՆ ՀԵՌԱԽՈՍ SAMSUNG SM-S921BZYDCAU - 354516961005524 358332651005527_x000D_ 354516961005540 358332651005543_x000D_ 354516961005557 358332651005550_x000D_ 354516961037840 358332651037843_x000D_ 354516961037865 358332651037868_x000D_ 354516961252910 358332651252913_x000D_ 354516961252985 358332651252988_x000D_ 354516961253033 358332651253036_x000D_ 354516961253066 358332651253069_x000D_ 354516961253074 358332651253077_x000D_ 354516961253082 358332651253085_x000D_ 354516961253090 358332651253093_x000D_ 354516961253108 358332651253101_x000D_ 354516961253132 358332651253135_x000D_ 354516961253181 358332651253184_x000D_ 354516961253223 358332651253226_x000D_ 354516961253231 358332651253234_x000D_ 354516961253256 358332651253259_x000D_ 354516961253264 358332651253267_x000D_ 354516961253330 358332651253333_x000D_ 354516961253355 358332651253358_x000D_ 354516961253371 358332651253374_x000D_ 354516961253389 358332651253382_x000D_ 354516961253397 358332651253390_x000D_ 354516961253405 358332651253408_x000D_ 354516961253439 358332651253432_x000D_ 354516961253454 358332651253457_x000D_ 354516961253488 358332651253481_x000D_ 354516961253504 358332651253507_x000D_ 354516961253538 358332651253531_x000D_ 354516961253587 358332651253580_x000D_ 354516961253603 358332651253606_x000D_ 354516961253645 358332651253648_x000D_ 354516961253652 358332651253655_x000D_ 354516961253686 358332651253689,8517,Samsung,Electronics
ՁԱՅՆԱՅԻՆ ՈՒԺԵՂԱՐԱՐ HIKVISION DS-QAE1A80G1-VB Մ Մ Մ Ս Օ Գ ՏՈՂ 901,8518,Unknown,Other
ԱՆԼԱՐ ԱԿԱՆՋԱԿԱԼՆԵՐ SAMSUNG _x000D_ SM-R400NZWACIS - 650 ՀԱՏ_x000D_ SM-R510NLVACIS - 50 ՀԱՏ_x000D_ SM-R400NZAACIS - 920 ՀԱՏ_x000D_ SM-R177NZKACIS - 150 ՀԱՏ_x000D_ SM-R510NZWACIS - 100 ՀԱՏ_x000D_ SM-R510NZAACIS - 200 ՀԱՏ,8518,Samsung,Electronics
MERCEDES-BENZ ՄԱՐԴԱՏԱՐ Ա/Մ-Ի ՇԱՐԺԻՉԻ ԳՈՐԾԱՐԿՄԱՆ ԷԼ ԲԱՆԱԼԻ A 222 905 2210 0041,8526,Mercedes-Benz,Automotive
ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG UE43CU7100UXRU 43 ԴՅՈՒՅՄ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂԱՅԻՆ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ_x000D_ 0P5W3NCW701750T_x000D_ 0P5W3NCW701752Y_x000D_ 0P5W3NCW701755E_x000D_ 0P5W3NCW701756R_x000D_ 0P5W3NCW701757J_x000D_ 0P5W3NCW701758W_x000D_ 0P5W3NCW701759L_x000D_ 0P5W3NCW701760H_x000D_ 0P5W3NCW701761M_x000D_ 0P5W3NCW701762V_x000D_ 0P5W3NCW701763T_x000D_ 0P5W3NCW701764K_x000D_ 0P5W3NCW701765Y_x000D_ 0P5W3NCW701766P_x000D_ 0P5W3NCW701767X_x000D_ 0P5W3NCW701768E_x000D_ 0P5W3NCW701769R_x000D_ 0P5W3NCW701770D_x000D_ 0P5W3NCW701771N_x000D_ 0P5W3NCW701772F_x000D_ 0P5W3NCW701773H_x000D_ 0P5W3NCW701774M_x000D_ 0P5W3NCW701775V_x000D_ 0P5W3NCW701777K,8528,Samsung,Electronics
ՀԵՌՈՒՍՏԱՑՈՒՅՑ 65 SAMSUNG QE65QN85CAUXRU ԱՆԿՅՈՒՆԱԳԻԾԸ 165 1ՍՄ ԱՌԱՆՑ ԱՐՏԻԿՈՒԼԻ SERIAL NO 099U3K1X100130N 099U3K1X100142P_x000D_ 099U3K1X100152W 099U3K1X100154Z_x000D_ 099U3K1X100162D 099U3K1X100163E,8528,Samsung,Electronics
ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG QE65Q80CAUXRU 65 ԴՅՈՒՅՄ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ S/N 099R3K1X100005Y_x000D_ 099R3K1X100006D_x000D_ 099R3K1X100007E_x000D_ 099R3K1X100008H_x000D_ 099R3K1X100009W_x000D_ 099R3K1X100010L_x000D_ 099R3K1X100011K_x000D_ 099R3K1X100015J_x000D_ 099R3K1X100016V_x000D_ 099R3K1X100017B_x000D_ 099R3K1X100019D_x000D_ 099R3K1X100020N_x000D_ 099R3K1X100026X_x000D_ 099R3K1X100043T_x000D_ 099R3K1X100044Z_x000D_ 099R3K1X100045P_x000D_ 099R3K1X100047R_x000D_ 099R3K1X100048M_x000D_ 099R3K1X100049L_x000D_ 099R3K1X100050B,8528,Samsung,Electronics
ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG QE55Q7FAAUXRU 55 ԴՅՈՒՅՄ ՔՎԱՆՏԱՅԻՆ ՀԵՂՈՒԿ ԲՅՈՒՐԵՂՅԱ ԷԿՐԱՆՈՎ՝ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ԵՎ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ QLED SN 0B0Y3K5Y500773K_x000D_ 0B0Y3K5Y500774V 0B0Y3K5Y500775H_x000D_ 0B0Y3K5Y500776N 0B0Y3K5Y500777A_x000D_ 0B0Y3K5Y500778B 0B0Y3K5Y500779W_x000D_ 0B0Y3K5Y500781Z 0B0Y3K5Y500782L_x000D_ 0B0Y3K5Y500783J 0B0Y3K5Y500784E_x000D_ 0B0Y3K5Y500785P_x000D_ 0B0Y3K5Y500786K_x000D_ 0B0Y3K5Y500787V_x000D_ 0B0Y3K5Y500788H_x000D_ 0B0Y3K5Y500789N_x000D_ 0B0Y3K5Y500790T_x000D_ 0B0Y3K5Y500791M_x000D_ 0B0Y3K5Y500792F_x000D_ 0B0Y3K5Y500793D_x000D_ 0B0Y3K5Y500794Z_x000D_ 0B0Y3K5Y500795L_x000D_ 0B0Y3K5Y500796J_x000D_ 0B0Y3K5Y500797E_x000D_ 0B0Y3K5Y500798P_x000D_ 0B0Y3K5Y500799K_x000D_ 0B0Y3K5Y500800L_x000D_ 0B0Y3K5Y500801J_x000D_ 0B0Y3K5Y500802E_x000D_ 0B0Y3K5Y500803P_x000D_ 0B0Y3K5Y500804K_x000D_ 0B0Y3K5Y500805V_x000D_ 0B0Y3K5Y500806H_x000D_ 0B0Y3K5Y500807N_x000D_ 0B0Y3K5Y500808A_x000D_ 0B0Y3K5Y500809B_x000D_ 0B0Y3K5Y500810F_x000D_ 0B0Y3K5Y500811D_x000D_ 0B0Y3K5Y500812Z_x000D_ 0B0Y3K5Y500813L_x000D_ 0B0Y3K5Y500814J_x000D_ 0B0Y3K5Y500815E_x000D_ 0B0Y3K5Y500816P_x000D_ 0B0Y3K5Y500817K_x000D_ 0B0Y3K5Y500818V_x000D_ 0B0Y3K5Y500819H_x000D_ 0B0Y3K5Y500820Y_x000D_ 0B0Y3K5Y500821T_x000D_ 0B0Y3K5Y500822M_x000D_ 0B0Y3K5Y500823F_x000D_ 0B0Y3K5Y500824D_x000D_ 0B0Y3K5Y500825Z_x000D_ 0B0Y3K5Y500826L_x000D_ 0B0Y3K5Y500827J_x000D_ 0B0Y3K5Y500828E_x000D_ 0B0Y3K5Y500829P_x000D_ 0B0Y3K5Y500830W_x000D_ 0B0Y3K5Y500831R_x000D_ 0B0Y3K5Y500832X_x000D_ 0B0Y3K5Y500833Y_x000D_ 0B0Y3K5Y500834T_x000D_ 0B0Y3K5Y500835M_x000D_ 0B0Y3K5Y500836F_x000D_ 0B0Y3K5Y500837D_x000D_ 0B0Y3K5Y500838Z,8528,Samsung,Electronics
ՀԵՌՈՒՍՏԱՑՈՒՅՑ SAMSUNG QE55Q70DAUXRU 55 ԴՅՈՒՅՄ ԷԿՐԱՆՈՎ ՀԱՄԱԿՑՎԱԾ ՁԱՅՆԻ ՊԱՏԿԵՐԻ ՎԵՐԱՐՏԱԴՐՄԱՆ ՍԱՐՔԱՎՈՐՈՒՄՈՎ SN 09H93K4XC00064Y 09H93K4XC00066T_x000D_ 09H93K4XC00072J 09H93K4XC00084W_x000D_ 09H93K4XC00086R 09H93K4XC00087E_x000D_ 09H93K4XC00088X 09H93K4XC00089P_x000D_ 09H93K4XC00090F 09H93K4XC00091N_x000D_ 09H93K4XC00092D_x000D_ 09H93K4XC00093A_x000D_ 09H93K4XC00094Z_x000D_ 09H93K4XC00095B_x000D_ 09H93K4XC00097W_x000D_ 09H93K4XC00108Y_x000D_ 09H93K4XC00109K_x000D_ 09H93K4XC00110D_x000D_ 09H93K4XC00111A_x000D_ 09H93K4XC00112Z_x000D_ 09H93K4XC00113B_x000D_ 09H93K4XC00114L_x000D_ 09H93K4XC00115W_x000D_ 09H93K4XC00116J_x000D_ 09H93K4XC00117R_x000D_ 09H93K4XC00119X_x000D_ 09H93K4XC00120H_x000D_ 09H93K4XC00121F_x000D_ 09H93K4XC00122N_x000D_ 09H93K4XC00123D_x000D_ 09H93K4XC00124A_x000D_ 09H93K4XC00125Z_x000D_ 09H93K4XC00126B_x000D_ 09H93K4XC00127L_x000D_ 09H93K4XC00128W_x000D_ 09H93K4XC00129J_x000D_ 09H93K4XC00130T_x000D_ 09H93K4XC00132M_x000D_ 09H93K4XC00135N_x000D_ 09H93K4XC00145M_x000D_ 09H93K4XC00146H_x000D_ 09H93K4XC00147F_x000D_ 09H93K4XC00148N_x000D_ 09H93K4XC00149D_x000D_ 09H93K4XC00150R_x000D_ 09H93K4XC00151E_x000D_ 09H93K4XC00152X_x000D_ 09H93K4XC00153P_x000D_ 09H93K4XC00154Y_x000D_ 09H93K4XC00155K_x000D_ 09H93K4XC00156T_x000D_ 09H93K4XC00157V_x000D_ 09H93K4XC00158M_x000D_ 09H93K4XC00159H_x000D_ 09H93K4XC00160L_x000D_ 09H93K4XC00161W_x000D_ 09H93K4XC00162J_x000D_ 09H93K4XC00163R_x000D_ 09H93K4XC00164E_x000D_ 09H93K4XC00165X_x000D_ 09H93K4XC00166P_x000D_ 09H93K4XC00167Y_x000D_ 09H93K4XC00168K_x000D_ 09H93K4XC00204L_x000D_ 09H93K4XC00205W,8528,Samsung,Electronics
